SID,COHORT_YEAR,COHORT_TERM,STUDENT_TYPE,GRADUATION_YEAR,GRADUATION_TERM,COLLEGE_CODE,COLLEGE,DEPARTMENT_CODE,DEPARTMENT
56DS6UGAU,2019,Fall,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
4LKYIT07B,2020,Spring,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
PWK2CNKAM,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
O19GXEAH7,2012,Spring,TRN,2014,Spring,LIB,Liberal Arts,AMST,American Studies
MQ71X3TBS,2010,Fall,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
6DMW2BYIE,2011,Spring,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
O0VK0OLN2,2011,Spring,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
6I4JB782X,2013,Fall,TRN,2015,Fall,LIB,Liberal Arts,AMST,American Studies
6MQZC4LQJ,2011,Fall,FYS,2016,Spring,LIB,Liberal Arts,AMST,American Studies
ZGXZ1MQ16,2012,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
48T3THMZJ,2015,Fall,TRN,2017,Fall,LIB,Liberal Arts,AMST,American Studies
LQ4E0EC6V,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
OLO543F60,2014,Spring,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
KY99CA0FQ,2015,Fall,TRN,2017,Fall,LIB,Liberal Arts,AMST,American Studies
E80RBZLKV,2014,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
TZMDLX808,2014,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
OMQDVJ82O,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
A88RW9HUT,2014,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
T1BN7REAX,2014,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
WWKI71E70,2012,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
1QBRPI58H,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
S80ZRB09R,2020,Spring,TRN,2021,Fall,LIB,Liberal Arts,AMST,American Studies
P305NIO5A,2018,Fall,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
ZHG0T56F3,2014,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
57P7ISJF5,2012,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
INZLZ5CXP,2011,Spring,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
FGABE1765,2012,Fall,TRN,2016,Spring,LIB,Liberal Arts,AMST,American Studies
IHY7S0SCH,2011,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
1YRRYTW41,2011,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
SIET8JK2V,2011,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
HOSBTG2VP,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
CA6N3ZTZF,2016,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
TNWXEDD1E,2011,Fall,FYS,2018,Spring,LIB,Liberal Arts,AMST,American Studies
8JFF91MLN,2016,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
8FQC3IR98,2017,Fall,TRN,2019,Spring,LIB,Liberal Arts,AMST,American Studies
3VT5BHFLF,2013,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
WF902AB8I,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
VP02OYTV9,2013,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
8C3H1HA5G,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
8PF5IHSSZ,2015,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
SKVR6LFH7,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
7J7U6828O,2013,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
LJ5SXJGBE,2014,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
NX5LLWIBZ,2016,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
4EWDKXFLI,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
G6MCOFBPD,2013,Fall,FYS,2020,Fall,LIB,Liberal Arts,AMST,American Studies
EFC52C801,2015,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
LI5KNZIW4,2017,Fall,FYS,2021,Fall,LIB,Liberal Arts,AMST,American Studies
CGX0OSR1R,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,AMST,American Studies
WQ0FZJJC6,2018,Fall,FYS,2021,Fall,LIB,Liberal Arts,AMST,American Studies
0J3GFNGP8,2019,Fall,TRN,2022,Spring,LIB,Liberal Arts,AMST,American Studies
AA8A20063,2017,Fall,FYS,2022,Spring,LIB,Liberal Arts,AMST,American Studies
A7SQE014J,2011,Fall,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
BZ39CTSS4,2010,Fall,TRN,2012,Spring,LIB,Liberal Arts,AMST,American Studies
9VMJJC4UF,2011,Fall,FYS,2016,Spring,LIB,Liberal Arts,AMST,American Studies
2P2EJ9KQ8,2010,Fall,TRN,2012,Spring,LIB,Liberal Arts,AMST,American Studies
KARD8S92Q,2011,Spring,TRN,2014,Spring,LIB,Liberal Arts,AMST,American Studies
2FIUU1ZAI,2011,Fall,FYS,2017,Spring,LIB,Liberal Arts,AMST,American Studies
AD2XMR1S2,2010,Fall,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
NMQ6XAJTU,2015,Spring,TRN,2016,Fall,LIB,Liberal Arts,AMST,American Studies
KRW0BBW6G,2010,Fall,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
1ZLUKVVUP,2010,Fall,FYS,2017,Spring,LIB,Liberal Arts,AMST,American Studies
RLQ1T0B3O,2010,Fall,FYS,2017,Spring,LIB,Liberal Arts,AMST,American Studies
K5J34UVKY,2011,Fall,FYS,2017,Fall,LIB,Liberal Arts,AMST,American Studies
JOD1DNGJK,2015,Spring,TRN,2018,Fall,LIB,Liberal Arts,AMST,American Studies
FOW52P5YN,2011,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
2R0LWH0RL,2017,Spring,TRN,2018,Fall,LIB,Liberal Arts,AMST,American Studies
GGQ9GJNFJ,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
KQGDU0SLR,2016,Fall,TRN,2019,Fall,LIB,Liberal Arts,AMST,American Studies
AXU54CAMF,2019,Spring,TRN,2020,Spring,LIB,Liberal Arts,AMST,American Studies
GNS27Z8JV,2019,Spring,TRN,2021,Spring,LIB,Liberal Arts,AMST,American Studies
4EE7SFAOI,2011,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
UHPBZLTCS,2017,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
XRY9YPPXD,2016,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
WECERIRRB,2016,Fall,FYS,2021,Spring,LIB,Liberal Arts,AMST,American Studies
SZM23J8NV,2015,Fall,FYS,2022,Spring,LIB,Liberal Arts,AMST,American Studies
XX40LL9M5,2012,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
4053LTBPK,2012,Fall,FYS,2017,Spring,LIB,Liberal Arts,AMST,American Studies
R87Z77SUC,2013,Fall,TRN,2017,Spring,LIB,Liberal Arts,AMST,American Studies
99XVISQAS,2011,Spring,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
Z9VPF0NXA,2012,Spring,TRN,2014,Spring,LIB,Liberal Arts,AMST,American Studies
XKCM5X7PA,2012,Spring,TRN,2015,Fall,LIB,Liberal Arts,AMST,American Studies
CKZWGAQNM,2012,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
ZJ64QGM80,2015,Fall,TRN,2019,Spring,LIB,Liberal Arts,AMST,American Studies
2XD4O4W0Z,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,AMST,American Studies
SYF2LEI1Y,2013,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
WCPEWNVJ8,2012,Fall,TRN,2018,Fall,LIB,Liberal Arts,AMST,American Studies
G26AGHEO5,2011,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
KH54EQY4Q,2011,Fall,FYS,2018,Fall,LIB,Liberal Arts,AMST,American Studies
5CPRCGN62,2018,Fall,TRN,2020,Spring,LIB,Liberal Arts,AMST,American Studies
ZL8I1PFQQ,2016,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
RMYNE8FH2,2017,Fall,TRN,2020,Spring,LIB,Liberal Arts,AMST,American Studies
Y1BXJW54I,2016,Fall,FYS,2020,Fall,LIB,Liberal Arts,AMST,American Studies
LV3R8AJSH,2016,Fall,FYS,2020,Spring,LIB,Liberal Arts,AMST,American Studies
FUPQFC82R,2015,Fall,TRN,2021,Fall,LIB,Liberal Arts,AMST,American Studies
RNVO49POS,2016,Fall,FYS,2021,Fall,LIB,Liberal Arts,AMST,American Studies
Q5MVNKWVQ,2012,Fall,TRN,2014,Fall,LIB,Liberal Arts,AMST,American Studies
0MJTLINJ7,2010,Fall,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
84YRQF5BY,2011,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
C4R8SU697,2011,Spring,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
WYYM3HZTO,2010,Fall,FYS,2015,Spring,LIB,Liberal Arts,AMST,American Studies
8XB79K9TC,2011,Fall,TRN,2013,Spring,LIB,Liberal Arts,AMST,American Studies
RXXOVM30C,2011,Fall,FYS,2015,Fall,LIB,Liberal Arts,AMST,American Studies
7OI7ECORD,2013,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
84XK3AY3N,2010,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
FQABC3HGS,2011,Fall,FYS,2016,Fall,LIB,Liberal Arts,AMST,American Studies
JY5AB8LOT,2013,Spring,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
MUW52NPVX,2011,Spring,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
WJXDKOHTY,2012,Fall,TRN,2015,Spring,LIB,Liberal Arts,AMST,American Studies
RREBX16G2,2010,Fall,FYS,2016,Spring,LIB,Liberal Arts,AMST,American Studies
YK40093NS,2015,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
XC05SVME0,2015,Fall,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
K7WRIQ067,2016,Spring,TRN,2018,Spring,LIB,Liberal Arts,AMST,American Studies
OGBBGRGTX,2016,Fall,TRN,2019,Spring,LIB,Liberal Arts,AMST,American Studies
T2L9FXZQ8,2015,Fall,FYS,2019,Fall,LIB,Liberal Arts,AMST,American Studies
T06LAL5T5,2016,Fall,TRN,2020,Fall,LIB,Liberal Arts,AMST,American Studies
MREQK0Z7U,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,AMST,American Studies
YGWJQ5DJH,2016,Fall,FYS,2020,Fall,SCI,Science,BIOL,Biology
638SY40CV,2017,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
Z3N8STQ8D,2017,Fall,TRN,2020,Fall,SCI,Science,BIOL,Biology
ZRGZ8UAPY,2017,Fall,FYS,2022,Spring,SCI,Science,BIOL,Biology
2Y1LUY1ZG,2019,Fall,TRN,2021,Spring,SCI,Science,BIOL,Biology
WIFT3OI4H,2018,Fall,FYS,2022,Spring,SCI,Science,BIOL,Biology
Y8X4NVW2S,2016,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
8GGONJ6C3,2017,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
WVN6H0B84,2016,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
GF2W3F4I2,2016,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
RS6DE8P00,2017,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
PQOXWYHQI,2016,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
KAMJIZNKE,2016,Fall,FYS,2021,Fall,SCI,Science,BIOL,Biology
DX5ZPE3ID,2017,Fall,FYS,2021,Spring,SCI,Science,BIOL,Biology
4KC9VV1E8,2018,Fall,FYS,2021,Fall,SCI,Science,BIOL,Biology
KL10PY2CD,2018,Fall,FYS,2022,Spring,SCI,Science,BIOL,Biology
DL3SZSNQ3,2018,Fall,FYS,2022,Spring,SCI,Science,BIOL,Biology
70WAZECM0,2019,Fall,TRN,2022,Spring,SCI,Science,BIOL,Biology
LR7VRN1ZH,2014,Fall,TRN,2016,Fall,LIB,Liberal Arts,CWL,Literature
4T1KZJ1WV,2010,Fall,TRN,2013,Spring,LIB,Liberal Arts,CWL,Literature
FU5D6MNIS,2014,Spring,TRN,2016,Spring,LIB,Liberal Arts,CWL,Literature
OPLCR45FV,2011,Fall,FYS,2019,Spring,LIB,Liberal Arts,CWL,Literature
HPKLVQ1ER,2011,Spring,TRN,2013,Spring,LIB,Liberal Arts,CWL,Literature
GT7Z9QJRB,2012,Fall,FYS,2016,Fall,LIB,Liberal Arts,CWL,Literature
RFKVP73G7,2011,Fall,FYS,2016,Spring,LIB,Liberal Arts,CWL,Literature
LI0J607OA,2011,Fall,FYS,2015,Spring,LIB,Liberal Arts,CWL,Literature
8O08TX9AC,2013,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
XI05BNQX0,2013,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
2UTQNBNNI,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
R102XTK63,2018,Fall,TRN,2020,Spring,LIB,Liberal Arts,CWL,Literature
XABPA42UM,2015,Fall,TRN,2017,Spring,LIB,Liberal Arts,CWL,Literature
JFU10MIVO,2013,Fall,TRN,2015,Spring,LIB,Liberal Arts,CWL,Literature
Y2FT1Y35F,2013,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
7CCHHFIV0,2013,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
Y0Y8KQNIO,2010,Fall,TRN,2013,Spring,LIB,Liberal Arts,CWL,Literature
2696OZI75,2011,Fall,TRN,2016,Spring,LIB,Liberal Arts,CWL,Literature
E9BP4TN33,2014,Fall,FYS,2018,Spring,LIB,Liberal Arts,CWL,Literature
USWMJV7SR,2014,Fall,FYS,2019,Spring,LIB,Liberal Arts,CWL,Literature
F0WWM1VQ0,2013,Fall,FYS,2018,Fall,LIB,Liberal Arts,CWL,Literature
8N0FEKB0P,2016,Fall,FYS,2020,Spring,LIB,Liberal Arts,CWL,Literature
S8UBMMP5M,2012,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
SDIFE6NF0,2015,Spring,TRN,2020,Fall,LIB,Liberal Arts,CWL,Literature
SDIFE6NF0,2015,Spring,TRN,2016,Fall,LIB,Liberal Arts,CWL,Literature
WUMI5R8P8,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
JBNDA621T,2020,Fall,TRN,2021,Fall,LIB,Liberal Arts,CWL,Literature
IOU3EBYTB,2013,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
C1CUT8BID,2012,Spring,TRN,2016,Spring,LIB,Liberal Arts,CWL,Literature
BN8GWG23P,2011,Fall,FYS,2015,Spring,LIB,Liberal Arts,CWL,Literature
VR7BRBK97,2013,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
IC852KELC,2012,Fall,FYS,2018,Spring,LIB,Liberal Arts,CWL,Literature
H6641H29D,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
80EC7MQG1,2013,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
RZQGLG1SM,2015,Fall,FYS,2019,Spring,LIB,Liberal Arts,CWL,Literature
PV7OFQJ7S,2015,Fall,FYS,2020,Fall,LIB,Liberal Arts,CWL,Literature
2TTDXTCW2,2011,Spring,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
U7ZRCTHBD,2013,Fall,TRN,2015,Fall,LIB,Liberal Arts,CWL,Literature
7CP2LHUP1,2011,Spring,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
7CP2LHUP1,2011,Spring,FYS,2020,Spring,LIB,Liberal Arts,ENGL,English
QMXPL3231,2011,Spring,FYS,2016,Spring,LIB,Liberal Arts,CWL,Literature
ML4VQHXGM,2013,Fall,FYS,2018,Spring,LIB,Liberal Arts,CWL,Literature
IU5ELUF1R,2018,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
PELHR8E2D,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
37JE5TU4B,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
LJN72E1KV,2011,Fall,TRN,2013,Spring,LIB,Liberal Arts,CWL,Literature
NGLWR60QL,2012,Fall,FYS,2016,Spring,LIB,Liberal Arts,CWL,Literature
NF712WKXZ,2011,Fall,FYS,2016,Fall,LIB,Liberal Arts,CWL,Literature
4NPIL5TZZ,2010,Fall,TRN,2013,Fall,LIB,Liberal Arts,CWL,Literature
CMX2F7KPR,2012,Fall,FYS,2018,Spring,LIB,Liberal Arts,CWL,Literature
GZT3SKW5C,2014,Fall,FYS,2018,Fall,LIB,Liberal Arts,CWL,Literature
F3UXI5D7N,2015,Fall,FYS,2020,Spring,LIB,Liberal Arts,CWL,Literature
VP02Y4GNX,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
S7KQAY02C,2011,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
S7KQAY02C,2011,Fall,FYS,2020,Spring,LIB,Liberal Arts,GEOG,Geography
E1X6OF0XC,2015,Fall,TRN,2017,Spring,LIB,Liberal Arts,CWL,Literature
R0WH4TEI2,2010,Fall,FYS,2014,Spring,LIB,Liberal Arts,CWL,Literature
GTCOVN2HL,2010,Fall,FYS,2016,Fall,LIB,Liberal Arts,CWL,Literature
UL39PA3UH,2010,Fall,TRN,2012,Spring,LIB,Liberal Arts,CWL,Literature
NVWD33MDQ,2011,Fall,TRN,2014,Spring,LIB,Liberal Arts,CWL,Literature
LWZ8ZIBWV,2013,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
EXT2EIREU,2013,Fall,FYS,2019,Spring,LIB,Liberal Arts,CWL,Literature
5HMUP572V,2016,Fall,TRN,2019,Spring,LIB,Liberal Arts,CWL,Literature
5E2PWUTYQ,2019,Spring,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
TZKXFH2J3,2011,Fall,TRN,2014,Spring,LIB,Liberal Arts,CWL,Literature
TZKXFH2J3,2011,Fall,TRN,2019,Spring,EDU,Education,ED P,null
BLRNLO70F,2014,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
1B3U69C8F,2011,Fall,FYS,2016,Spring,LIB,Liberal Arts,CWL,Literature
LDLVT9QAB,2012,Fall,FYS,2017,Spring,LIB,Liberal Arts,CWL,Literature
3OAC1PWIH,2011,Spring,TRN,2012,Spring,LIB,Liberal Arts,CWL,Literature
U7X1YA9I6,2012,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
1FVB4WQTI,2013,Fall,FYS,2017,Fall,LIB,Liberal Arts,CWL,Literature
RUY5871RK,2010,Fall,TRN,2017,Fall,LIB,Liberal Arts,CWL,Literature
9H6JYU2ZK,2015,Fall,TRN,2017,Fall,LIB,Liberal Arts,CWL,Literature
W884FD3YG,2018,Fall,TRN,2020,Spring,LIB,Liberal Arts,CWL,Literature
V7AJX1A2O,2010,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
K9N0H22JH,2016,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
C4823MABZ,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
LI5RWSXWE,2012,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
CXPSVXZXA,2017,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
0K2HUADHB,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
RXXMXUNBG,2018,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
XQAUA33Z3,2017,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
FGOGPZOZ8,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
9DCTN9QJT,2016,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
2UKQDYTZR,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
RU4UZYHXU,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
6UKA29OG3,2018,Fall,TRN,2020,Fall,LIB,Liberal Arts,CWL,Literature
AUU6AYGAJ,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
OJ3VR7F93,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
C1BZ9A56U,2014,Fall,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
C1BZ9A56U,2014,Fall,TRN,2016,Spring,LIB,Liberal Arts,ENGL,English
G0IAR5P4Y,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
DOAHYQHM2,2017,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
IIGHUI2JS,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
98Q6NBLKN,2018,Fall,FYS,2020,Fall,LIB,Liberal Arts,CWL,Literature
FU54HPAYJ,2017,Fall,FYS,2020,Fall,LIB,Liberal Arts,CWL,Literature
4PA3YOYLJ,2019,Fall,TRN,2021,Fall,LIB,Liberal Arts,CWL,Literature
USCWXJ4XY,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
1YBA94P7A,2016,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
ZI2PJ87UO,2018,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
CM2OHGUVV,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
BYY9AZJC4,2016,Fall,FYS,2020,Fall,LIB,Liberal Arts,CWL,Literature
6OR6YTHWR,2019,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
ULUTAWZX3,2017,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
Z7BGK6O0I,2017,Fall,FYS,2021,Spring,LIB,Liberal Arts,CWL,Literature
NWOP4ON1S,2019,Spring,TRN,2020,Fall,LIB,Liberal Arts,CWL,Literature
BAHUU17YP,2014,Fall,TRN,2021,Spring,LIB,Liberal Arts,CWL,Literature
BAHUU17YP,2014,Fall,TRN,2016,Spring,LIB,Liberal Arts,COMM,Communication
FP8TXBQZH,2018,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
21DLCW68J,2018,Fall,FYS,2021,Fall,LIB,Liberal Arts,CWL,Literature
QAOU82NX1,2020,Fall,TRN,2022,Spring,LIB,Liberal Arts,CWL,Literature
JYAW1JK35,2019,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
X8LWI98U4,2018,Fall,FYS,2022,Spring,LIB,Liberal Arts,CWL,Literature
0Q1WCTD4D,2012,Fall,TRN,2019,Spring,BUS,Business,CBA,Business
5HU2S9NYK,2014,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
5HU2S9NYK,2014,Fall,FYS,2018,Spring,HEA,Health,FCS,Consumer Sciences
P0M10S22E,2018,Fall,TRN,2022,Spring,BUS,Business,CBA,Business
P0M10S22E,2018,Fall,TRN,2019,Fall,BUS,Business,CBA,Business
UTKF7BCML,2013,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
UTKF7BCML,2013,Fall,FYS,2017,Spring,HEA,Health,HCA,Health Care
54O5ETYAA,2011,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
54O5ETYAA,2011,Fall,FYS,2016,Spring,BUS,Business,FIN,Finance
NGSMEWA22,2014,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
NGSMEWA22,2014,Fall,FYS,2018,Spring,BUS,Business,MKTG,Marketing
XJA7V4DYC,2016,Fall,TRN,2021,Spring,BUS,Business,CBA,Business
XJA7V4DYC,2016,Fall,TRN,2019,Spring,BUS,Business,MGMT,Management
LSTIDN40P,2014,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
LSTIDN40P,2014,Fall,FYS,2018,Spring,HEA,Health,FCS,Consumer Sciences
4BH2YUG14,2013,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
4BH2YUG14,2013,Fall,FYS,2018,Spring,BUS,Business,I S,nformation Systems
L2A9AEWX5,2015,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
L2A9AEWX5,2015,Fall,FYS,2018,Fall,BUS,Business,MGMT,Management
20WQ5WF94,2014,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
20WQ5WF94,2014,Fall,FYS,2019,Spring,SCI,Science,PHYS,Physics
P8AJJG20O,2013,Fall,FYS,2019,Spring,BUS,Business,CBA,Business
HC605N4L1,2016,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
HC605N4L1,2016,Fall,FYS,2020,Spring,BUS,Business,MKTG,Marketing
K4UK5CNCU,2013,Fall,TRN,2020,Spring,BUS,Business,CBA,Business
K4UK5CNCU,2013,Fall,TRN,2016,Spring,HEA,Health,KIN,Kinesiology
27KOY435C,2014,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
27KOY435C,2014,Fall,FYS,2018,Spring,BUS,Business,MGMT,Management
82OBZ7CCS,2018,Spring,TRN,2021,Spring,BUS,Business,CBA,Business
RBC572M6M,2011,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
RBC572M6M,2011,Fall,FYS,2016,Spring,HEA,Health,CRJU,Criminal Justice
HWPDZDH1H,2015,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
HWPDZDH1H,2015,Fall,FYS,2019,Fall,BUS,Business,CBA,Business
8K4ANWLRC,2016,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
8K4ANWLRC,2016,Fall,FYS,2020,Spring,BUS,Business,MGMT,Management
2MMMMS1WH,2016,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
2MMMMS1WH,2016,Fall,FYS,2020,Spring,BUS,Business,MKTG,Marketing
J7S4TCXFE,2013,Fall,FYS,2020,Spring,BUS,Business,CBA,Business
J7S4TCXFE,2013,Fall,FYS,2017,Spring,LIB,Liberal Arts,HDEV,Human Development
KB8023NS3,2015,Fall,FYS,2021,Spring,BUS,Business,CBA,Business
KB8023NS3,2015,Fall,FYS,2019,Spring,LIB,Liberal Arts,ECON,Economics
6A3P5TR2I,2013,Fall,FYS,2022,Spring,BUS,Business,CBA,Business
6A3P5TR2I,2013,Fall,FYS,2018,Spring,LIB,Liberal Arts,HDEV,Human Development
A319YK12Y,2010,Fall,TRN,2013,Fall,BUS,Business,CBA,Business
C0RUE7ANC,2014,Spring,TRN,2018,Spring,BUS,Business,CBA,Business
C0RUE7ANC,2014,Spring,TRN,2015,Spring,LIB,Liberal Arts,ECON,Economics
